               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 481,            0.014399,            0.025673,            0.001392,             0.99758,                   1,               0.995,             0.88962,            0.010963,             0.01564,           0.0010829,            0.000496,            0.000496,            0.000496
                 482,            0.014588,            0.024117,           0.0014503,             0.99754,                   1,               0.995,              0.8896,            0.011119,            0.015751,           0.0010796,           0.0004762,           0.0004762,           0.0004762
                 483,            0.014217,            0.026521,           0.0015238,             0.99751,                   1,               0.995,             0.89302,            0.010828,            0.015515,            0.001074,           0.0004564,           0.0004564,           0.0004564
                 484,            0.013831,            0.026139,           0.0014294,             0.99752,                   1,               0.995,             0.89171,            0.010834,            0.015515,           0.0010692,           0.0004366,           0.0004366,           0.0004366
                 485,            0.013759,            0.025816,           0.0013951,             0.99758,                   1,               0.995,             0.89318,            0.010735,            0.015426,           0.0010682,           0.0004168,           0.0004168,           0.0004168
                 486,            0.013892,             0.02474,           0.0017917,              0.9976,                   1,               0.995,             0.89564,            0.010721,            0.015366,           0.0010652,            0.000397,            0.000397,            0.000397
                 487,            0.015344,            0.024559,           0.0026588,              0.9976,                   1,               0.995,             0.89128,            0.010835,             0.01536,           0.0010619,           0.0003772,           0.0003772,           0.0003772
                 488,            0.014699,            0.026483,           0.0014075,             0.99759,                   1,               0.995,             0.89233,            0.010781,            0.015366,           0.0010587,           0.0003574,           0.0003574,           0.0003574
                 489,            0.014025,            0.022552,           0.0014105,             0.99758,                   1,               0.995,             0.89461,            0.010711,             0.01536,           0.0010559,           0.0003376,           0.0003376,           0.0003376
                 490,            0.013617,            0.025492,           0.0013635,             0.99757,                   1,               0.995,             0.89579,             0.01062,            0.015315,           0.0010543,           0.0003178,           0.0003178,           0.0003178
                 491,            0.014327,            0.023042,           0.0015897,             0.99758,                   1,               0.995,             0.89719,            0.010597,            0.015286,           0.0010521,            0.000298,            0.000298,            0.000298
                 492,            0.014128,            0.022908,           0.0015368,             0.99754,                   1,               0.995,              0.8976,            0.010559,            0.015211,           0.0010491,           0.0002782,           0.0002782,           0.0002782
                 493,            0.014262,            0.023262,           0.0015857,             0.99754,                   1,               0.995,              0.8984,            0.010542,            0.015152,           0.0010473,           0.0002584,           0.0002584,           0.0002584
                 494,            0.013125,            0.023477,           0.0013638,             0.99747,                   1,               0.995,             0.89539,            0.010523,            0.015092,           0.0010451,           0.0002386,           0.0002386,           0.0002386
                 495,            0.013548,            0.021768,           0.0013648,             0.99749,                   1,               0.995,              0.8979,            0.010526,             0.01505,           0.0010438,           0.0002188,           0.0002188,           0.0002188
                 496,            0.014002,            0.025127,            0.001234,             0.99746,                   1,               0.995,             0.89703,            0.010561,            0.015035,            0.001042,            0.000199,            0.000199,            0.000199
                 497,            0.013407,            0.020707,           0.0012678,             0.99746,                   1,               0.995,             0.89847,            0.010581,            0.015026,           0.0010404,           0.0001792,           0.0001792,           0.0001792
                 498,            0.013827,            0.023241,           0.0014227,             0.99746,                   1,               0.995,             0.89945,            0.010554,            0.015029,             0.00104,           0.0001594,           0.0001594,           0.0001594
                 499,            0.013892,            0.024155,           0.0015654,             0.99742,                   1,               0.995,             0.90063,             0.01051,             0.01502,           0.0010393,           0.0001396,           0.0001396,           0.0001396
